timestamp,participant_ID,experimenter_ID_code,experimenter_ASGS_total_score,laboratory_ID_code,sitePI_ASGS_total_score,session_type,consent_screen_answer,refused_to_answer_sexual_orientation_question,age,sex,final_consent,ESP_Q_item_1,ESP_Q_item_2,ESP_Q_item_3,SS_Q_item_1,SS_Q_item_2,trial_number,guessed_side,target_side,reward_type,sides_match,trial_type,available_trial_type,in_lab
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,22,right,right,neutral,TRUE,t,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,23,left,right,neutral,FALSE,sh,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,24,right,right,neutral,TRUE,t,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,25,left,left,neutral,TRUE,sh,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,26,right,left,neutral,FALSE,t,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,27,left,right,erotic,FALSE,sh,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,28,right,right,neutral,TRUE,t,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,29,right,left,erotic,FALSE,t,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,30,left,right,neutral,FALSE,sh,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,31,left,right,erotic,FALSE,t,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,32,left,left,erotic,TRUE,t,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,33,right,right,erotic,TRUE,sh,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,34,left,right,erotic,FALSE,t,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,35,left,left,neutral,TRUE,t,4,0
simulation,part_1,exp_10,10,lab_5,1,live,yes,no,18-29,Female,yes,Probably does not,Probably yes,Occasionally,between true and untrue,untrue,36,left,left,neutral,TRUE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,NA,NA,NA,NA,NA,NA,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,1,left,right,erotic,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,2,left,left,neutral,TRUE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,3,right,left,neutral,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,4,right,right,neutral,TRUE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,5,left,right,neutral,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,6,right,right,erotic,TRUE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,7,right,left,erotic,FALSE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,8,left,left,neutral,TRUE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,9,left,left,erotic,TRUE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,10,left,left,neutral,TRUE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,11,left,right,neutral,FALSE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,12,right,left,neutral,FALSE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,13,right,left,neutral,FALSE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,14,right,left,neutral,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,15,left,right,erotic,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,16,right,right,erotic,TRUE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,17,left,right,neutral,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,18,right,left,erotic,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,19,left,right,erotic,FALSE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,20,right,right,erotic,TRUE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,21,left,left,erotic,TRUE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,22,left,left,erotic,TRUE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,23,left,right,erotic,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,24,right,left,erotic,FALSE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,25,right,right,neutral,TRUE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,26,right,left,erotic,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,27,right,right,erotic,TRUE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,28,right,left,neutral,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,29,left,right,erotic,FALSE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,30,left,right,erotic,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,31,left,right,neutral,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,32,left,right,neutral,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,33,left,right,neutral,FALSE,t,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,34,right,right,erotic,TRUE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,35,left,right,neutral,FALSE,sh,4,0
simulation,part_2,exp_9,9,lab_5,2,live,yes,no,30-44,Female,yes,Definitely does,Definitely no,Only a few times,TRUE,TRUE,36,left,right,neutral,FALSE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,NA,NA,NA,NA,NA,NA,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,1,left,right,neutral,FALSE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,2,right,right,erotic,TRUE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,3,left,left,erotic,TRUE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,4,left,right,erotic,FALSE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,5,left,left,neutral,TRUE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,6,right,left,neutral,FALSE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,7,right,right,erotic,TRUE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,8,left,left,neutral,TRUE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,9,right,left,neutral,FALSE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,10,right,right,neutral,TRUE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,11,right,right,neutral,TRUE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,12,left,left,erotic,TRUE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,13,right,right,erotic,TRUE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,14,right,left,neutral,FALSE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,15,right,right,erotic,TRUE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,16,right,left,erotic,FALSE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,17,right,left,erotic,FALSE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,18,right,left,neutral,FALSE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,19,right,right,neutral,TRUE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,20,left,right,neutral,FALSE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,21,right,right,neutral,TRUE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,22,left,left,neutral,TRUE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,23,right,left,erotic,FALSE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,24,right,right,neutral,TRUE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,25,left,right,erotic,FALSE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,26,right,left,neutral,FALSE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,27,right,right,neutral,TRUE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,28,left,left,erotic,TRUE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,29,left,right,erotic,FALSE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,30,right,left,erotic,FALSE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,31,right,right,erotic,TRUE,sh,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,32,left,right,erotic,FALSE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,33,right,left,erotic,FALSE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,34,left,left,neutral,TRUE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,35,left,right,erotic,FALSE,t,4,0
simulation,part_3,exp_4,4,lab_2,7,live,yes,no,18-29,Female,yes,Probably does,Probably no,Regurarly in the past,untrue,very untrue,36,right,right,neutral,TRUE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",NA,NA,NA,NA,NA,NA,NA,NA,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,NA,NA,NA,NA,NA,NA,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,1,right,right,erotic,TRUE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,2,right,left,neutral,FALSE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,3,right,right,neutral,TRUE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,4,right,left,neutral,FALSE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,5,right,right,neutral,TRUE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,6,left,left,neutral,TRUE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,7,left,right,erotic,FALSE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,8,left,right,neutral,FALSE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,9,left,right,erotic,FALSE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,10,right,left,neutral,FALSE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,11,left,left,neutral,TRUE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,12,right,right,erotic,TRUE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,13,left,right,erotic,FALSE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,14,left,left,erotic,TRUE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,15,left,left,neutral,TRUE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,16,right,left,erotic,FALSE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,17,left,right,neutral,FALSE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,18,right,left,erotic,FALSE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,19,left,right,erotic,FALSE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,20,left,right,erotic,FALSE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,21,right,right,erotic,TRUE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,22,left,right,neutral,FALSE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,23,right,left,neutral,FALSE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,24,left,right,erotic,FALSE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,25,left,right,neutral,FALSE,sh,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,26,left,left,erotic,TRUE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,27,left,left,neutral,TRUE,t,4,0
simulation,part_4,exp_6,6,lab_3,5,live,yes,no,30-44,Male,yes,Probably does,Definitely no,"No, never",very true,untrue,28,left,left,erotic,TRUE,t,4,0
